t-71	Everyone has visited Eswatini, Croatia, Georgia, The Bahamas, Switzerland, Jordan, Philippines, Albania, Venezuela, Nicaragua, Malawi, Bangladesh, Benin, Brunei, Namibia and Uruguay	A person didn't visit Benin	CONTRADICTION
t-72	Everyone has visited every place	Gilbert didn't visit Liechtenstein	CONTRADICTION
t-73	Everyone has visited Trinidad & Tobago, Ecuador, Namibia, Colombia, Niger, Pakistan, Italy, Monaco, Seychelles, Tajikistan and Bhutan	Someone didn't visit Trinidad & Tobago	CONTRADICTION
t-74	Everyone has visited Costa Rica, Belarus, Bosnia & Herzegovinia, Bahrain, Niger, Somalia, Brunei, Portugal, Oman, Venezuela, Croatia, Bulgaria, New Zealand, Estonia, Iraq, Moldova and Uruguay	Someone didn't visit Venezuela	CONTRADICTION
t-75	Everyone has visited Cabo, Panama, Liberia, Lithuania, Marshall Islands, Libya, Afghanistan, Kenya, Portugal, Honduras, Georgia, Maldives, Uruguay, United Arab Emirates, Canada and Indonesia	Roland didn't visit Zimbabwe	NEUTRAL
t-76	Everyone has visited every place	Alfred didn't visit Vincent	NEUTRAL
t-77	Everyone has visited every place	Manuel didn't visit Todd	NEUTRAL
t-78	Everyone has visited Mexico, Colombia, Samoa, Latvia, Mauritania, Armenia, Barbados, Oman, Yemen, Hungary, Cambodia and Bahrain	An individual didn't visit Colombia	CONTRADICTION
t-79	Everyone has visited every person	Mario didn't visit Christopher	CONTRADICTION
t-80	Everyone has visited every place	Ramon didn't visit Brent	NEUTRAL
t-81	Everyone has visited Guyana, Grenada, Armenia, Guatemala, Bhutan, Latvia, Vanuatu, India, Mali, Haiti, Mozambique, Uganda, Saint Kitts & Nevis, Zimbabwe, Argentina, Tunisia and Ukraine	Nathaniel didn't visit Bangladesh	NEUTRAL
t-82	Everyone has visited Vietnam, Botswana, Yemen, Peru, Ukraine, Antigua & Barbuda, Montenegro, Suriname, Guinea-Bissau, Saint Lucia, Malta, Andorra, Romania and Maldives	Jay didn't visit Monaco	NEUTRAL
t-83	Everyone has visited Suriname, Gambia, Mozambique, Iraq, Burkina, Lebanon, Bolivia, Jordan, Tonga, Denmark, Republic of the Congo, Nicaragua, Malaysia, Brunei and Estonia	Ricardo did visit Nicaragua	ENTAILMENT
t-84	Everyone has visited Djibouti, Kosovo, North Korea, Samoa, Hungary, Czech Republic, Estonia, Georgia, Sweden and Madagascar	A person did visit Djibouti	ENTAILMENT
t-85	Everyone has visited Netherlands, Dominica, Portugal, Egypt, Republic of the Congo, Togo, Finland, Russia, South Korea, Yemen, Honduras, Myanmar, Croatia and Peru	Someone didn't visit Yemen	CONTRADICTION
t-86	Everyone has visited Fiji, Sweden, Guatemala, Trinidad & Tobago, Serbia, Sudan, São Tomé & Prícipe, Bangladesh, Tajikistan, Kenya and Kiribati	A person did visit Serbia	ENTAILMENT
t-87	Everyone has visited Bosnia & Herzegovinia, Philippines, Fiji, Tunisia, Palestine, Dominica, Denmark, Slovenia, Marshall Islands, Côte D'ivore, Austria, China, Eritrea, Comoros, Kiribati, Qatar, Italy, Canada and Laos	An individual didn't visit Palestine	CONTRADICTION
t-88	Everyone has visited every place	Lloyd didn't visit Bill	NEUTRAL
t-89	Everyone has visited Tonga, Lebanon, Romania, Tanzania, Tuvalu, Qatar, Liechtenstein, Honduras, Seychelles, North Korea, Cuba, Spain, Pakistan, Philippines, Australia, Democratic Republic of the Congo and Russia	That person there did visit Democratic Republic of the Congo and Russia	ENTAILMENT
t-90	Everyone has visited Bangladesh, North Korea, Uzbekistan, Italy, Samoa, Kuwait, Nigeria, Guyana, Dominica, Bolivia, Brunei, Burundi, Finland and Guinea	Aaron didn't visit Papua New Guinea	NEUTRAL
t-91	Everyone has visited every person and every place	James didn't visit Roy	CONTRADICTION
t-92	Someone has visited every person and every place	A person visited Dominican Republic	ENTAILMENT
t-93	Everyone has visited Cyprus, Indonesia, Serbia, Singapore, Central African Republic, Lithuania, Côte D'ivore, Monaco, Nigeria, Eswatini, Vanuatu, The Bahamas, Luxembourg, Greece, Laos and Kenya	Someone did visit Greece	ENTAILMENT
t-94	Everyone has visited Senegal, Germany, Namibia, Maldives, Botswana, Oman, Italy, Lebanon, Israel, Sri Lanka, Netherlands, Tonga, Finland, Nicaragua, Antigua & Barbuda and Republic of the Congo	Cecil didn't visit Zimbabwe	NEUTRAL
t-95	Someone has visited every person and every place	A person visited Chile	ENTAILMENT
t-96	Everyone has visited Timor-Leste, Djibouti, Cameroon, Palestine, Kyrgyzstan, Austria, Saint Vincent & the Grenadines, Vatican City, Rwanda and Tajikistan	Ben didn't visit Nepal	NEUTRAL
t-97	Someone has visited every person and every place	Someone visited Fernando	ENTAILMENT
t-98	Everyone has visited Italy, Zambia, Djibouti, Brunei, Japan, Paraguay, The Bahamas, United Arab Emirates, Cameroon and Estonia	Joel did visit United Arab Emirates	ENTAILMENT
t-99	Everyone has visited Bolivia, Angola, Austria, Solomon Islands, Botswana, Ghana, Netherlands, Finland, Liberia, Australia, Tajikistan, Afghanistan, Bangladesh, Cambodia, Nigeria, Jordan, Portugal and Switzerland	Kevin didn't visit Ghana	CONTRADICTION
t-100	Someone has visited every person and every place	A person didn't visit Cuba	CONTRADICTION
t-101	Someone has visited every person and every place	That person there didn't visit Kosovo	NEUTRAL
t-102	Everyone has visited Romania, Fiji, Barbados, Bangladesh, Belarus, Hungary, Mauritius, Ireland, Federated States of Micronesia, Zambia, Belgium, Austria, Saudi Arabia, Singapore, Timor-Leste, Pakistan, Bosnia & Herzegovinia, Guinea-Bissau, Marshall Islands and Turkey	Freddie didn't visit Niger	NEUTRAL
t-103	Everyone has visited Suriname, Gambia, Mozambique, Iraq, Burkina, Lebanon, Bolivia, Jordan, Tonga, Denmark, Republic of the Congo, Nicaragua, Malaysia, Brunei and Estonia	An individual did visit Nicaragua	ENTAILMENT
t-104	Everyone has visited every place	Virgil didn't visit Barry	NEUTRAL
t-105	Everyone has visited Libya, São Tomé & Prícipe, Germany, Mongolia, Croatia, Azerbaijan, Mauritius, Guinea-Bissau, Georgia, Côte D'ivore, Kuwait, New Zealand, Japan and Slovakia	Willie didn't visit Mongolia	CONTRADICTION
t-106	Everyone has visited Cambodia, Mauritania, Papua New Guinea, Azerbaijan, Israel, Oman, Angola, Lithuania, Malawi, Bolivia, Côte D'ivore, Ecuador, Laos and Eswatini	Someone did visit Papua New Guinea	ENTAILMENT
t-107	Everyone has visited Fiji, Netherlands, Cuba, Mongolia, Australia, Georgia, Dominican Republic, Greece, Brazil, Cameroon, Azerbaijan and Zimbabwe	Someone did visit Cuba	ENTAILMENT
t-108	Someone has visited every person and every place	That individual there didn't visit Benin	NEUTRAL
t-109	Everyone has visited Saint Kitts & Nevis, Cuba, Uganda, Eritrea, Andorra, Georgia, Belgium, Côte D'ivore, Bahrain, Vatican City, Barbados, Dominican Republic, Solomon Islands, Kosovo, South Korea, Montenegro, Maldives and Tuvalu	Someone did visit Andorra	ENTAILMENT
t-110	Everyone has visited Bolivia, Jamaica, Ghana, Azerbaijan, Central African Republic, Cyprus, Republic of the Congo, Cameroon, Ireland, Nepal, Paraguay, Eritrea, Sierra Leone, São Tomé & Prícipe, Nigeria and Trinidad & Tobago	Donald did visit Jamaica	ENTAILMENT
t-111	Everyone has visited every person and every place	Terry didn't visit Clifton	CONTRADICTION
t-112	Everyone has visited every place	Herman didn't visit Edwin	NEUTRAL
t-113	Someone has visited every person and every place	That individual there didn't visit Sri Lanka	NEUTRAL
t-114	Everyone has visited every place	Virgil didn't visit Anthony	NEUTRAL
t-115	Everyone has visited every place	Lloyd didn't visit Alberto	NEUTRAL
t-116	Everyone has visited every place	Gary didn't visit Qatar	CONTRADICTION
t-117	Someone has visited every person and every place	An individual visited Panama	ENTAILMENT
t-118	Everyone has visited Andorra, Switzerland, Gabon, Ethiopia, Argentina, Norway, Sweden, Comoros, Uruguay, Ukraine, Solomon Islands, Burkina, Lesotho, Kiribati, Panama, São Tomé & Prícipe, Rwanda and Israel	That particular person did visit Gabon	ENTAILMENT
t-119	Someone has visited every person and every place	Someone didn't visit Albania	CONTRADICTION
t-120	Everyone has visited every place	Jerry didn't visit Ruben	NEUTRAL
t-121	Someone has visited every person and every place	An individual didn't visit Ramon	CONTRADICTION
t-122	Everyone has visited Belarus, Mali, Norway, Burundi, Zambia, Chile, Rwanda, Tanzania, Trinidad & Tobago and France	Tyler didn't visit Libya	NEUTRAL
t-123	Everyone has visited Panama, Hungary, Venezuela, Antigua & Barbuda, Togo, Germany, Tanzania, Cyprus, Belize, Zambia, Myanmar, Senegal, Palau and Bahrain	An individual did visit Zambia	ENTAILMENT
t-124	Everyone has visited Timor-Leste, Brunei, Croatia, Burkina, Bangladesh, Iceland, Kosovo, Morocco, United Kingdom, Lithuania, Malawi, Solomon Islands and Latvia	Juan did visit Iceland	ENTAILMENT
t-125	Someone has visited every person and every place	That particular person didn't visit Clayton	NEUTRAL
t-126	Everyone has visited Mexico, Solomon Islands, Timor-Leste, Bulgaria, Ethiopia, Honduras, Turkey, Russia, United Kingdom, Brazil, Brunei, Jamaica, Vietnam and Guinea-Bissau	A person did visit United Kingdom	ENTAILMENT
t-127	Everyone has visited every place	Jeff didn't visit Bryan	NEUTRAL
t-128	Everyone has visited Somalia, Burundi, Spain, Central African Republic, Saint Lucia, Moldova, Australia, Cabo, Togo, Kuwait, Ireland, Venezuela, Tunisia, Saudi Arabia, Samoa, Laos, Grenada and Netherlands	Kenneth didn't visit Togo	CONTRADICTION
t-129	Someone has visited every person and every place	That individual there didn't visit Uruguay	NEUTRAL
t-130	Everyone has visited Switzerland, Japan, Tonga, Papua New Guinea, Russia, Antigua & Barbuda, United Kingdom, Burkina, Luxembourg, Dominica, Chad, Uganda, Laos, Canada, Germany, South Korea, Tajikistan, Guinea, Togo and Gabon	Someone did visit Canada	ENTAILMENT
t-131	Everyone has visited every place	Leon didn't visit Earl	NEUTRAL
t-132	Everyone has visited every place	Philip didn't visit Guyana	CONTRADICTION
t-133	Someone has visited every person and every place	That person there didn't visit Allen	NEUTRAL
t-134	Someone has visited every person and every place	An individual didn't visit Ireland	CONTRADICTION
t-135	Someone has visited every person and every place	That individual there didn't visit Samuel	NEUTRAL
t-136	Someone has visited every person and every place	An individual visited Suriname	ENTAILMENT
t-137	Everyone has visited Haiti, Indonesia, Vanuatu, Niger, Chile, Denmark, Liechtenstein, Djibouti, Georgia, Mali, Morocco, Cabo, Guyana, Monaco, Algeria, Kyrgyzstan and Benin	Ken didn't visit Cabo	CONTRADICTION
t-138	Everyone has visited Philippines, Hungary, North Korea, Cabo, Nepal, Lesotho, Côte D'ivore, New Zealand, Zambia, Vietnam and Bangladesh	Someone did visit Cabo	ENTAILMENT
t-139	Everyone has visited Mozambique, Benin, Slovenia, Kenya, Vietnam, Eritrea, Monaco, Ecuador, South Korea, Japan, Haiti, United Kingdom, Lebanon, Bahrain, El Salvador, Greece, Jamaica and Lesotho	Jesus didn't visit Estonia	NEUTRAL
t-140	Everyone has visited Benin, Saint Lucia, Somalia, Madagascar, India, Finland, Switzerland, Comoros, Iceland, Bosnia & Herzegovinia, Netherlands, Democratic Republic of the Congo, Slovenia, Paraguay, Liechtenstein, Chad, North Korea and Antigua & Barbuda	A person did visit Somalia	ENTAILMENT
t-141	Everyone has visited Moldova, Honduras, Lithuania, Algeria, Belgium, Armenia, Niger, Zimbabwe, Samoa, Benin, Oman, Croatia and Guinea	Ray didn't visit Benin	CONTRADICTION
t-142	Everyone has visited every place	Adam didn't visit Saint Lucia	CONTRADICTION
t-143	Someone has visited every person and every place	That individual there didn't visit São Tomé & Prícipe	NEUTRAL
t-144	Someone has visited every person and every place	That particular person didn't visit Liberia	NEUTRAL
t-145	Everyone has visited every person	Jaime didn't visit Todd	CONTRADICTION
t-146	Everyone has visited Equatorial Guinea, Suriname, Uzbekistan, Zimbabwe, Saint Lucia, Myanmar, Bahrain, Libya, Fiji, Democratic Republic of the Congo, Romania, Somalia, Vatican City, Germany, Guinea-Bissau and Lebanon	That person there did visit Saint Lucia	ENTAILMENT
t-147	Everyone has visited every place	Jon didn't visit Mitchell	NEUTRAL
t-148	Everyone has visited Bosnia & Herzegovinia, South Africa, North Korea, Côte D'ivore, Indonesia, Ukraine, Rwanda, Mauritania, Antigua & Barbuda, Belgium and India	That person there did visit Antigua & Barbuda	ENTAILMENT
t-149	Everyone has visited every person and every place	Brian didn't visit Cabo	CONTRADICTION
t-150	Everyone has visited Mauritius, Malta, Vietnam, Pakistan, Senegal, Cuba, Jordan, Solomon Islands, Tonga, Sudan, Angola, Saint Kitts & Nevis, Ukraine, Saint Lucia, Dominican Republic, Qatar, Azerbaijan, Democratic Republic of the Congo, Lebanon and Indonesia	Raul didn't visit Dominican Republic	CONTRADICTION
t-151	Someone has visited every person and every place	That person there didn't visit Mark	NEUTRAL
t-152	Everyone has visited every person	Tony didn't visit Gene	CONTRADICTION
t-153	Someone has visited every person and every place	Someone visited Miguel	ENTAILMENT
t-154	Someone has visited every person and every place	That particular person didn't visit Somalia	NEUTRAL
t-155	Everyone has visited Vatican City, Timor-Leste, Brazil, Laos, Dominican Republic, Angola, Sudan, Cyprus, United States and Singapore	An individual did visit Sudan	ENTAILMENT
t-156	Everyone has visited Benin, Malta, Egypt, Malaysia, Cuba, Philippines, Peru, Lebanon, Argentina, Cyprus, Mexico, Liberia, Kyrgyzstan, Norway, United States, Belarus, Cabo, Dominica, Guinea-Bissau and Serbia	Edwin didn't visit Luxembourg	NEUTRAL
t-157	Everyone has visited Central African Republic, Laos, Mexico, Burkina, Ethiopia, Rwanda, Slovakia, Belgium, Maldives, Chile, Eritrea and Jamaica	Roberto did visit Laos	ENTAILMENT
t-158	Someone has visited every person and every place	A person didn't visit Ghana	CONTRADICTION
t-159	Someone has visited every person and every place	An individual visited Karl	ENTAILMENT
t-160	Everyone has visited Gabon, Latvia, Serbia, Antigua & Barbuda, Monaco, Canada, Kiribati, Saint Kitts & Nevis, Slovenia, Macedonia, Oman, Switzerland, Seychelles, Italy, Norway, Algeria, Myanmar, Guinea-Bissau, Ethiopia and Portugal	Hector did visit Norway	ENTAILMENT
t-161	Everyone has visited every person	Max didn't visit Jeffery	CONTRADICTION
t-162	Everyone has visited Rwanda, Bangladesh, Liechtenstein, Samoa, Syria, Malta, Timor-Leste, Italy, Uzbekistan, Slovakia, Papua New Guinea, Jordan, Eritrea, Angola, Iran, Barbados, Albania and Fiji	That individual there did visit Rwanda	ENTAILMENT
t-163	Everyone has visited Uzbekistan, Vietnam, Federated States of Micronesia, Saudi Arabia, Chad, Georgia, Mexico, Senegal, Dominica, Denmark, Argentina, Paraguay, Tonga and Iceland	A person didn't visit Saudi Arabia	CONTRADICTION
t-164	Everyone has visited every place	Willie didn't visit Dwight	NEUTRAL
t-165	Everyone has visited every place	Dan didn't visit Guyana	CONTRADICTION
t-166	Everyone has visited Luxembourg, Kyrgyzstan, Serbia, Namibia, Comoros, Colombia, Mongolia, Chile, Slovenia, Tanzania, Syria, Netherlands, Libya, Zambia and Turkey	Someone did visit Kyrgyzstan	ENTAILMENT
t-167	Someone has visited every person and every place	A person didn't visit San Mmarino	CONTRADICTION
t-168	Everyone has visited Cameroon, United Kingdom, Venezuela, South Sudan, New Zealand, Niger, Qatar, Papua New Guinea, Italy, Malaysia, Afghanistan, Canada, Lebanon, Bahrain, France, Côte D'ivore and Cabo	A person didn't visit Cameroon	CONTRADICTION
t-169	Everyone has visited Thailand, Suriname, Niger, Jamaica, Chile, San Mmarino, Australia, Egypt, Mauritania, Andorra, Finland, Azerbaijan, Jordan, Turkmenistan, Gambia, Italy, Kazakhstan, Uzbekistan and Laos	Stanley did visit Finland	ENTAILMENT
t-170	Someone has visited every person and every place	Someone visited Reginald	ENTAILMENT
t-171	Someone has visited every person and every place	That person there didn't visit Belize	NEUTRAL
t-172	Everyone has visited Republic of the Congo, Benin, Solomon Islands, Tanzania, Bahrain, Marshall Islands, Guatemala, Iraq, Argentina, Latvia and Croatia	Greg did visit Tanzania	ENTAILMENT
t-173	Everyone has visited Bahrain, Barbados, Costa Rica, Argentina, Democratic Republic of the Congo, Nicaragua, Canada, Brazil, Malta, São Tomé & Prícipe, Spain, Bolivia and Yemen	Someone did visit Democratic Republic of the Congo	ENTAILMENT
t-174	Everyone has visited El Salvador, Guyana, Fiji, Denmark, Comoros, Estonia, Montenegro, Qatar, Niger, Federated States of Micronesia, Kazakhstan, Greece, Argentina, Cabo, Liechtenstein and Jamaica	That particular person did visit Guyana	ENTAILMENT
t-175	Everyone has visited every place	Steve didn't visit Lebanon	CONTRADICTION
t-176	Everyone has visited China, Australia, Lebanon, Comoros, Lesotho, Russia, Gabon, South Sudan, Kyrgyzstan, Colombia, Saint Vincent & the Grenadines, Nigeria, Tunisia, Kazakhstan, Netherlands, Argentina, El Salvador, Sweden, Sierra Leone and Monaco	Duane did visit El Salvador	ENTAILMENT
t-177	Someone has visited every person and every place	An individual visited Ricardo	ENTAILMENT
t-178	Everyone has visited Switzerland, Somalia, South Sudan, China, The Bahamas, Tanzania, Haiti, Lebanon, Brazil, Venezuela and Seychelles	Dennis didn't visit Venezuela	CONTRADICTION
t-179	Someone has visited every person and every place	That person there didn't visit Terrance	NEUTRAL
